race,k,A1,optimization_repeatability__A1__mean,optimization_repeatability__A1__std,optimization_repeatability__A1__q05,optimization_repeatability__A1__q95,local_robustness__A1__mean,local_robustness__A1__std,local_robustness__A1__q05,local_robustness__A1__q95,structural_stress__A1__mean,structural_stress__A1__std,structural_stress__A1__q05,structural_stress__A1__q95,A2,optimization_repeatability__A2__mean,optimization_repeatability__A2__std,optimization_repeatability__A2__q05,optimization_repeatability__A2__q95,local_robustness__A2__mean,local_robustness__A2__std,local_robustness__A2__q05,local_robustness__A2__q95,structural_stress__A2__mean,structural_stress__A2__std,structural_stress__A2__q05,structural_stress__A2__q95,A3,optimization_repeatability__A3__mean,optimization_repeatability__A3__std,optimization_repeatability__A3__q05,optimization_repeatability__A3__q95,local_robustness__A3__mean,local_robustness__A3__std,local_robustness__A3__q05,local_robustness__A3__q95,structural_stress__A3__mean,structural_stress__A3__std,structural_stress__A3__q05,structural_stress__A3__q95,normalized_entropy,optimization_repeatability__tv_mean,optimization_repeatability__tv_q95,optimization_repeatability__tv_max,local_robustness__tv_mean,local_robustness__tv_q95,local_robustness__tv_max,structural_stress__tv_mean,structural_stress__tv_q95,structural_stress__tv_max,A4,optimization_repeatability__A4__mean,optimization_repeatability__A4__std,optimization_repeatability__A4__q05,optimization_repeatability__A4__q95,local_robustness__A4__mean,local_robustness__A4__std,local_robustness__A4__q05,local_robustness__A4__q95,structural_stress__A4__mean,structural_stress__A4__std,structural_stress__A4__q05,structural_stress__A4__q95,A5,optimization_repeatability__A5__mean,optimization_repeatability__A5__std,optimization_repeatability__A5__q05,optimization_repeatability__A5__q95,local_robustness__A5__mean,local_robustness__A5__std,local_robustness__A5__q05,local_robustness__A5__q95,structural_stress__A5__mean,structural_stress__A5__std,structural_stress__A5__q05,structural_stress__A5__q95,A6,optimization_repeatability__A6__mean,optimization_repeatability__A6__std,optimization_repeatability__A6__q05,optimization_repeatability__A6__q95,local_robustness__A6__mean,local_robustness__A6__std,local_robustness__A6__q05,local_robustness__A6__q95,structural_stress__A6__mean,structural_stress__A6__std,structural_stress__A6__q05,structural_stress__A6__q95,A7,optimization_repeatability__A7__mean,optimization_repeatability__A7__std,optimization_repeatability__A7__q05,optimization_repeatability__A7__q95,local_robustness__A7__mean,local_robustness__A7__std,local_robustness__A7__q05,local_robustness__A7__q95,structural_stress__A7__mean,structural_stress__A7__std,structural_stress__A7__q05,structural_stress__A7__q95,A8,optimization_repeatability__A8__mean,optimization_repeatability__A8__std,optimization_repeatability__A8__q05,optimization_repeatability__A8__q95,local_robustness__A8__mean,local_robustness__A8__std,local_robustness__A8__q05,local_robustness__A8__q95,structural_stress__A8__mean,structural_stress__A8__std,structural_stress__A8__q05,structural_stress__A8__q95
greenskins,6,0.152304642,0.204399218,0.201727098,0.000000000,0.513104000,0.161546838,0.040654462,0.109964649,0.204888006,0.267745952,0.224876156,0.000000000,0.727539965,0.210555006,0.199545374,0.047510059,0.127517882,0.249397195,0.207350051,0.033259176,0.162112171,0.264647089,0.100978903,0.116561015,0.000000000,0.304247978,0.308772748,0.298854492,0.010622930,0.288368091,0.308801502,0.311229185,0.017945050,0.280364855,0.334872257,0.283849508,0.082753048,0.128710753,0.385807256,0.762148107,0.149885533,0.426507221,0.426669893,0.055614291,0.112392834,0.212446726,0.335679564,0.625393303,0.636463780,0.004179126,0.033196718,0.034322595,0.004172344,0.081673889,0.007999705,0.010922889,0.000000000,0.030554734,0.046311214,0.062576003,0.000000000,0.143919992,0.000000000,0.009713939,0.011929948,0.000000000,0.027247410,0.000000000,0.000000000,0.000000000,0.000000000,0.056427709,0.069153195,0.000000000,0.186567273,0.324188478,0.254290258,0.158167905,0.000000000,0.369020777,0.311874222,0.043856808,0.263393864,0.371573904,0.244686715,0.187147410,0.000000000,0.525027025,,,,,,,,,,,,,,,,,,,,,,,,,,
high_elves,6,0.000000000,0.032503737,0.060185233,0.000000000,0.130032120,0.000000000,0.000000000,0.000000000,0.000000000,0.046901950,0.096129302,0.000000000,0.203537907,0.722690134,0.688283771,0.057816052,0.594816903,0.722682052,0.726241461,0.041073658,0.672689670,0.788172415,0.531079521,0.241314155,0.158253886,0.945675373,0.108054204,0.106850620,0.003902693,0.100717663,0.110492277,0.104854209,0.038511343,0.024363429,0.163609248,0.173239818,0.166328391,0.000000000,0.426725533,0.432983199,0.036236227,0.135175595,0.135205856,0.040018286,0.090800381,0.109397338,0.308073843,0.716114893,0.830744339,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.027914686,0.046369669,0.000000000,0.126702712,0.169255661,0.172361873,0.003407525,0.169257372,0.176522691,0.168904330,0.022652737,0.138195845,0.211359013,0.212690768,0.184881557,0.000000000,0.581821400,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.008173257,0.033951783,0.000000000,0.046976160,,,,,,,,,,,,,,,,,,,,,,,,,,
khorne,6,0.086187559,0.043090448,0.046065637,0.000000000,0.086212856,0.085909201,0.021851567,0.060026800,0.122552181,0.057089074,0.100776398,0.000000000,0.256246383,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000466974,0.001944786,0.000000000,0.002825753,0.092078886,0.102367551,0.000000000,0.273495817,0.728475969,0.727847108,0.023729439,0.695839633,0.758607121,0.721990977,0.030014502,0.656053993,0.753242420,0.440663532,0.298812578,0.000000000,0.861552383,0.421064899,0.051270913,0.118823895,0.118824223,0.028499240,0.079988641,0.122735519,0.413413669,0.911139670,0.981366182,0.185336472,0.222833421,0.042554367,0.185337747,0.279261043,0.184988572,0.013522453,0.165341335,0.205919468,0.184240500,0.159622779,0.019866682,0.332911495,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.006644277,0.023380946,0.000000000,0.052301127,0.212377842,0.278852122,0.000000000,0.780829350,0.000000000,0.006229023,0.011533949,0.000000000,0.024932862,0.000000000,0.000000000,0.000000000,0.000000000,0.013550166,0.037338533,0.000000000,0.117650119,,,,,,,,,,,,,,,,,,,,,,,,,,
kislev,6,0.081863259,0.115184847,0.040109117,0.081823552,0.172892012,0.085991135,0.017572872,0.060414035,0.106072112,0.174086259,0.101769445,0.000000000,0.328912214,0.226823034,0.206163919,0.025777823,0.167901928,0.226858834,0.220039267,0.020252912,0.189305561,0.250325185,0.151668630,0.121063211,0.000000000,0.364631168,0.072129944,0.048658975,0.027825174,0.009306816,0.072172158,0.074901209,0.024777713,0.022428584,0.113885181,0.152195974,0.141274062,0.000000000,0.394939989,0.724426266,0.068661359,0.152696530,0.152717754,0.047639237,0.097406579,0.116460403,0.289134724,0.491335043,0.550307160,0.000000000,0.013441681,0.022792199,0.000000000,0.050292537,0.000000000,0.000000000,0.000000000,0.000000000,0.011847249,0.033520963,0.000000000,0.059015161,0.521367621,0.542133201,0.025503618,0.521333934,0.579600298,0.525989859,0.038692199,0.467572004,0.592884439,0.423098908,0.161288105,0.122819774,0.659825234,0.097816141,0.074417376,0.045971549,0.000000000,0.102181612,0.093078530,0.022470776,0.059510998,0.123900190,0.087102979,0.090291557,0.000000000,0.239453017,,,,,,,,,,,,,,,,,,,,,,,,,,
lizardmen,6,0.000000000,0.277058417,0.448702641,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.002456983,0.015539327,0.000000000,0.000000000,0.500668598,0.362234272,0.224763926,0.000000000,0.500652196,0.502967756,0.084293388,0.368822867,0.651950429,0.408228025,0.349915442,0.000000000,0.983892472,0.418890517,0.320495333,0.198117033,0.000000000,0.444511441,0.417198647,0.069536310,0.308748666,0.543082633,0.471827237,0.336978496,0.000000000,0.932704244,0.509886246,0.283387625,1.000000000,1.000000000,0.067319643,0.166610027,0.211640800,0.379638965,0.571906913,0.919559115,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.010056200,0.025356986,0.000000000,0.061026471,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.010986090,0.032639214,0.000000000,0.105798280,0.080440885,0.040211979,0.042988417,0.000000000,0.080450057,0.079833598,0.025622017,0.033421019,0.119248289,0.096445463,0.169512962,0.000000000,0.244642503,,,,,,,,,,,,,,,,,,,,,,,,,,
norsca,6,0.000000000,0.029768579,0.055120774,0.000000000,0.119125658,0.002091894,0.006335214,0.000000000,0.008688504,0.037177184,0.072783078,0.000000000,0.148262185,0.098261909,0.106972322,0.023202174,0.087610005,0.143898781,0.099608551,0.029459768,0.061334325,0.151983514,0.089985106,0.138249569,0.000000000,0.408361207,0.492855142,0.483530299,0.017313473,0.455361650,0.492965687,0.489794339,0.022785817,0.443651181,0.521235170,0.392146729,0.184397887,0.042278631,0.629102892,0.639007655,0.048624783,0.176835189,0.177100765,0.037872732,0.064323171,0.078691533,0.292308282,0.674226673,0.769918680,0.000118596,0.003120668,0.005616021,0.000000000,0.012246355,0.004024081,0.006425312,0.000000000,0.018832388,0.027696986,0.039048917,0.000000000,0.115850509,0.079577540,0.074975348,0.020794232,0.043669316,0.097176750,0.080396470,0.022716608,0.046357980,0.115992787,0.200620621,0.176558471,0.000000000,0.548137096,0.329186814,0.301632784,0.046934505,0.225741027,0.329214559,0.324084664,0.013055330,0.304324671,0.348292083,0.252373375,0.116704498,0.052688855,0.414332925,,,,,,,,,,,,,,,,,,,,,,,,,,
nurgle,6,0.147178226,0.073603118,0.078685044,0.000000000,0.147222526,0.139950891,0.021676153,0.105119610,0.172669013,0.097175198,0.111239703,0.000000000,0.320329040,0.014002930,0.068673529,0.072573366,0.013919762,0.180264131,0.022217387,0.030205144,0.000000000,0.058661908,0.119096559,0.116645007,0.000000000,0.303122760,0.471136367,0.425530989,0.062612120,0.327965818,0.471348396,0.458695017,0.050171069,0.388091704,0.519327525,0.269841403,0.194536060,0.000000000,0.573419586,0.701013971,0.126115443,0.317506724,0.317645709,0.064419871,0.125628893,0.249793218,0.412476513,0.743629228,0.813212230,0.000000000,0.039793482,0.043350048,0.000000000,0.090632275,0.000000000,0.000000000,0.000000000,0.000000000,0.020192156,0.034974889,0.000000000,0.101677041,0.079381301,0.086841851,0.032899032,0.052223352,0.136600829,0.086655636,0.040684770,0.023489016,0.167380604,0.258119304,0.246384152,0.000000000,0.669167580,0.288301177,0.305557031,0.027003422,0.288217026,0.348914424,0.292481070,0.030633081,0.245041069,0.341617575,0.235575379,0.149617893,0.000000000,0.468097966,,,,,,,,,,,,,,,,,,,,,,,,,,
ogre_kingdoms,6,0.005737846,0.002822562,0.003018414,0.000000000,0.005744248,0.015731612,0.020434180,0.000000000,0.054410854,0.054967739,0.143126472,0.000000000,0.181668020,0.994262154,0.996043113,0.002490930,0.994255752,1.000000000,0.983044396,0.020111718,0.945589146,1.000000000,0.870482638,0.202030956,0.576926076,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.008397333,0.032584241,0.000000000,0.051368549,0.019719440,0.002917747,0.005737846,0.005737846,0.016455157,0.048673007,0.067009719,0.128600568,0.417622970,0.905690083,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.002250001,0.008343462,0.000000000,0.018932413,0.000000000,0.001134325,0.002100497,0.000000000,0.004550651,0.001223992,0.004833055,0.000000000,0.007380007,0.035748129,0.058320426,0.000000000,0.167599081,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.028154159,0.117139653,0.000000000,0.113811931,,,,,,,,,,,,,,,,,,,,,,,,,,
skaven,6,0.253627153,0.355564357,0.362525158,0.000000000,0.914963154,0.268480936,0.061142393,0.214998475,0.315982792,0.388671035,0.258690886,0.065148336,0.981983475,0.000000000,0.002882821,0.005339928,0.000000000,0.011612904,0.000659907,0.003087880,0.000000000,0.002838184,0.005932000,0.018119149,0.000000000,0.029038697,0.021337765,0.010687248,0.011425458,0.000000000,0.021477010,0.027494843,0.019106029,0.000280901,0.057415648,0.042755633,0.054629932,0.000000000,0.167604502,0.453601287,0.245966938,0.708184468,0.708184468,0.056166312,0.097983625,0.396712465,0.293820248,0.728356322,0.746372847,0.038188379,0.093361835,0.080850311,0.038159780,0.221732010,0.040039358,0.013505695,0.019712437,0.059538595,0.065096325,0.073126731,0.000000000,0.222326150,0.000000000,0.002455162,0.004547141,0.000000000,0.009875843,0.000000000,0.000000000,0.000000000,0.000000000,0.025547347,0.064252043,0.000000000,0.139398236,0.686846703,0.535048576,0.332082569,0.000000000,0.766884677,0.663324956,0.076016449,0.588879746,0.754570124,0.471997660,0.259290678,0.010389153,0.863093286,,,,,,,,,,,,,,,,,,,,,,,,,,
slaanesh,6,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.006144839,0.021737414,0.000000000,0.031396544,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.003429980,0.015837540,0.000000000,0.002404639,0.183526126,0.184959164,0.012084173,0.170409355,0.202181861,0.181274261,0.033621505,0.114484941,0.227191525,0.222982314,0.223955127,0.000000000,0.705557764,0.266050450,0.007987271,0.018655735,0.018692937,0.027050255,0.069041185,0.085122920,0.205312128,0.579283116,0.629618876,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000680377,0.004303081,0.000000000,0.000000000,0.816473874,0.815040836,0.012084173,0.797818139,0.829590645,0.818725739,0.033621505,0.772808475,0.885515059,0.752132886,0.249354029,0.237190758,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.014629604,0.070755237,0.000000000,0.016452451,,,,,,,,,,,,,,,,,,,,,,,,,,
tomb_kings,6,0.001344280,0.161841683,0.298011279,0.000000000,0.644771801,0.018631330,0.029436237,0.000000000,0.085842098,0.150142773,0.190656146,0.000000000,0.471283957,0.402170552,0.385771421,0.049057406,0.308615480,0.429853776,0.397969940,0.042793472,0.348797315,0.469314479,0.359869373,0.178689759,0.010180624,0.624604525,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.003987820,0.017730809,0.000000000,0.003520352,0.381424738,0.167872116,0.643427521,0.643655485,0.043911803,0.091609414,0.294350400,0.265222351,0.566986548,0.826845717,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.002351081,0.008863570,0.000000000,0.022302257,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.013490265,0.036988425,0.000000000,0.084043045,0.596485168,0.452386896,0.250698807,0.046612719,0.596665919,0.583398730,0.059793518,0.504875754,0.640518570,0.470158688,0.252899770,0.029954388,0.851314714,,,,,,,,,,,,,,,,,,,,,,,,,,
tzeentch,6,0.004840992,0.002404767,0.002571036,0.000000000,0.004858186,0.010713025,0.012780282,0.000000000,0.039241669,0.035174829,0.048412484,0.000000000,0.102966023,0.150022456,0.156226259,0.027476112,0.127130891,0.197816837,0.150013722,0.023749193,0.116170424,0.181276252,0.174370917,0.137167979,0.000000000,0.404005785,0.594897191,0.590569301,0.039544181,0.534156160,0.638220468,0.590483523,0.029694885,0.538540078,0.643862585,0.514599959,0.151896330,0.271021508,0.804008701,0.600050607,0.033497788,0.088222272,0.088494690,0.038708336,0.082829694,0.088994635,0.242643766,0.425692964,0.488412546,0.039494726,0.050188214,0.018383137,0.039493394,0.079932967,0.041302121,0.012035220,0.021464253,0.059994249,0.052169606,0.049194183,0.000000000,0.141848225,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.037920684,0.077877037,0.000000000,0.197684146,0.210744635,0.200611459,0.010991930,0.188068045,0.210816151,0.207487609,0.020028713,0.171151597,0.240260419,0.185764005,0.134713590,0.026183528,0.431557187,,,,,,,,,,,,,,,,,,,,,,,,,,
vampire_coast,6,0.000000000,0.255404362,0.459671242,0.000000000,1.000000000,0.000015395,0.000097367,0.000000000,0.000000000,0.096633753,0.217580208,0.000000000,0.657473740,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.005110608,0.024112799,0.000000000,0.013472439,0.035173948,0.074409135,0.000000000,0.224092839,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.022694596,0.060453130,0.000000000,0.183941970,0.168854344,0.261521387,1.000000000,1.000000000,0.019542644,0.036167573,0.231134299,0.226643873,0.909996306,0.951798733,0.090003694,0.056067895,0.039987378,0.000000000,0.090177246,0.095046784,0.019940714,0.066622105,0.123356280,0.104794301,0.101184849,0.000000000,0.267275916,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.007125951,0.037294774,0.000000000,0.015253415,0.909996306,0.688527744,0.425100791,0.000000000,0.934338776,0.899827213,0.039998622,0.873828733,0.933377895,0.733577451,0.299220014,0.045791204,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,
vampire_counts,6,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.017635513,0.044544737,0.000000000,0.110080253,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.005897542,0.016333934,0.000000000,0.050735485,0.162717098,0.024447966,0.085309777,0.085309777,0.025727927,0.057088377,0.085309777,0.265828486,0.914690223,0.914690223,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.003801392,0.017352734,0.000000000,0.011068518,0.085309777,0.066920006,0.041642458,0.000000000,0.097407205,0.081709025,0.031384386,0.036980316,0.117518293,0.252698916,0.347066529,0.000000000,1.000000000,0.914690223,0.933079994,0.041642458,0.902592795,1.000000000,0.918290975,0.031384386,0.882481707,0.963019684,0.719966637,0.363811916,0.000000000,1.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,
warriors_of_chaos,6,0.000000000,0.022989078,0.042567503,0.000000000,0.091963673,0.000000000,0.000000000,0.000000000,0.000000000,0.017266028,0.032424887,0.000000000,0.086353386,0.079589087,0.073311406,0.036766699,0.019270003,0.115154906,0.085106779,0.032916613,0.046687006,0.135042893,0.107088363,0.210760852,0.000000000,0.750849032,0.851813198,0.827486873,0.026193722,0.800384840,0.852003984,0.842622031,0.046773433,0.759259007,0.906221875,0.670811648,0.295261574,0.146022502,0.988016749,0.291254628,0.039518341,0.106698019,0.106752623,0.036969905,0.093213317,0.134379891,0.272599776,0.770457361,0.931402285,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.002185761,0.012523463,0.000000000,0.000423053,0.068597715,0.076212643,0.008191289,0.068518580,0.084460254,0.072271190,0.019290652,0.044437777,0.102976019,0.190356508,0.249231789,0.000000000,0.719006246,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.012291692,0.059677004,0.000000000,0.034867662,,,,,,,,,,,,,,,,,,,,,,,,,,
wood_elves,6,0.099393186,0.049670555,0.053100066,0.000000000,0.099383337,0.103350807,0.015126673,0.082073857,0.122078860,0.164774361,0.151882875,0.000000000,0.402077765,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.019151214,0.066988019,0.000000000,0.073114390,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.044196953,0.124515557,0.000000000,0.344602869,0.283687606,0.049726638,0.099393186,0.099393186,0.015694653,0.030077172,0.049101058,0.238201075,0.800413744,0.900606814,0.047004603,0.089618167,0.046294486,0.046988363,0.143095779,0.047199790,0.008811946,0.035933647,0.062641442,0.040693519,0.046803793,0.000000000,0.115031540,0.853602211,0.860711278,0.011142375,0.853608382,0.878625089,0.849449403,0.015280836,0.829267204,0.873203715,0.692258032,0.272469403,0.100193069,0.966322253,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.038925921,0.104593722,0.000000000,0.216243798,,,,,,,,,,,,,,,,,,,,,,,,,,
beastmen,7,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.023465644,0.064589516,0.000000000,0.156075837,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000511256,0.002108034,0.000000000,0.002157687,0.035349388,0.063759208,0.000000000,0.190881071,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.002161996,0.004907826,0.000000000,0.008422085,0.067775624,0.119022714,0.000000000,0.306021212,0.128460791,0.018199706,0.048412932,0.048418241,0.020539077,0.066092546,0.081656270,0.253852338,0.778910056,0.921567035,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.028883080,0.046995024,0.025087607,0.028760060,0.077296012,0.028845355,0.017803251,0.008316694,0.048623129,0.055120720,0.074496188,0.000000000,0.205574369,0.025821312,0.016154685,0.013377367,0.000000000,0.025869898,0.027968201,0.019002502,0.012662980,0.047449709,0.090484790,0.157520060,0.000000000,0.334607322,0.945295608,0.936850291,0.011710245,0.922703988,0.945370041,0.940513191,0.020002262,0.900169061,0.965359590,0.727803834,0.280417047,0.167829706,1.000000000,,,,,,,,,,,,,
bretonnia,7,0.978667329,0.986670098,0.011038209,0.978666853,1.000000000,0.981513362,0.007860158,0.970847125,1.000000000,0.934414485,0.218462879,0.838632037,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.053024687,0.008002952,0.021332671,0.021332671,0.006168810,0.021332671,0.021332671,0.075434333,0.140035292,0.978667329,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.039924563,0.167332752,0.000000000,0.119869331,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.004040954,0.025557236,0.000000000,0.000000000,0.021332671,0.013329902,0.011038209,0.000000000,0.021333147,0.018486638,0.007860158,0.000000000,0.029152875,0.017295486,0.041054267,0.000000000,0.119641274,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.004324512,0.015043106,0.000000000,0.020186332,,,,,,,,,,,,,
chaos_dwarfs,7,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.012547397,0.041166761,0.000000000,0.089161673,0.906431140,0.922625751,0.022221614,0.906419470,0.949468796,0.909155786,0.017510207,0.875774072,0.933476453,0.853578058,0.123001913,0.667940300,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.015837907,0.043344302,0.000000000,0.098159408,0.159677471,0.016199099,0.043037656,0.043046410,0.013402878,0.037433194,0.041226183,0.097007985,0.238490840,0.398691298,0.093568860,0.077374249,0.022221614,0.050531204,0.093580530,0.090815140,0.017535838,0.066523547,0.124225928,0.099344310,0.066561552,0.000000000,0.213603320,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000029073,0.000183876,0.000000000,0.000000000,0.010477465,0.035883829,0.000000000,0.046883531,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.004780511,0.023421251,0.000000000,0.002537426,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.003434351,0.016719659,0.000000000,0.001877788,,,,,,,,,,,,,
daemons_of_chaos,7,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,1.000000000,0.000000000,1.000000000,1.000000000,1.000000000,0.000000000,1.000000000,1.000000000,0.956528893,0.133005731,0.861187743,1.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.043471107,0.138812257,0.820511525,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000312104,0.001973918,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.002455210,0.011840047,0.000000000,0.010776180,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.032195916,0.129419757,0.000000000,0.135893114,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.008507877,0.028125833,0.000000000,0.038954148,,,,,,,,,,,,,
dark_elves,7,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.001107469,0.007004252,0.000000000,0.000000000,0.048327953,0.099054073,0.000000000,0.294496480,0.631092859,0.668906647,0.052172284,0.631093698,0.731924700,0.628279190,0.037495244,0.590381345,0.688292333,0.493393211,0.170796013,0.289244030,0.798575657,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.057988629,0.074076923,0.000000000,0.202422616,0.370948480,0.046980084,0.125027161,0.125036260,0.041670924,0.117096975,0.329308559,0.301906071,0.559289181,0.816015975,0.000575497,0.004350576,0.005259146,0.000513441,0.010701878,0.006566044,0.010656245,0.000000000,0.030607820,0.054967548,0.063032995,0.000000000,0.178913419,0.354437685,0.307486674,0.064646106,0.229410524,0.354450722,0.334126598,0.060223080,0.249385127,0.373157785,0.233601485,0.135549606,0.000000000,0.438416045,0.000000000,0.001410240,0.001946333,0.000000000,0.003768907,0.010718963,0.047269154,0.000000000,0.010964863,0.040608609,0.066823497,0.000000000,0.179155198,0.013893958,0.017845864,0.005269401,0.013875256,0.024221203,0.019201735,0.014047560,0.000000000,0.040715072,0.071112565,0.088907516,0.000000000,0.206497098,,,,,,,,,,,,,
