faction_a_key,faction_b_key,start_region_a,start_region_b,province_a,province_b,centroid_distance,raster_hops,same_province,neighboring_province,shared_theater_keys,theater,proximity_class,geographic_envelope,geographic_reason,geometry_status_a,geometry_status_b,route_networks_a,route_networks_b,strategic_note,island_or_disconnected,faction_a_name,race_a,subculture_a,faction_b_name,race_b,subculture_b,diplomatic_class,treaty_eligibility_unresolved,diplomacy_evidence_status,evidence_ids,analytical_inference,diplomatic_caveat,single_player_objective_pressure,evidence_note,included,exclusion_reason
wh3_cp1_cth_tiger_warriors,wh3_main_ogr_goldtooth,wh3_main_combi_region_vale_of_titans,wh3_main_combi_region_great_hall_of_greasus,wh3_main_combi_province_bone_road,wh3_main_combi_province_ivory_road,44.774139,2,False,True,cai_region_hint_area_mountains_of_mourn,mountains_of_mourn,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,convoy_road_combi;irory_road_bhashiva;ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Claws of the White Tiger,grand_cathay,wh3_main_sc_cth_cathay,Goldtooth,ogre_kingdoms,wh3_main_sc_ogr_ogre_kingdoms,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,grand_cathay_0;ogre_kingdoms_0,Ogre mercenary-neutral ecosystem prior; faction restrictions take precedence,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Guide found no distinct diplomatic replacement; generic faction modifiers remain outside coverage. Ogre trespass diplomacy immunity is official-source-only in the guide; battle confederation requires an AI loser.,True,
wh3_dlc20_chs_festus,wh_main_vmp_schwartzhafen,wh3_main_combi_region_brass_keep,wh3_main_combi_region_castle_drakenhof,wh3_dlc20_combi_province_middle_mountains,wh3_main_combi_province_southern_sylvania,122.443018,6,False,False,cai_region_hint_area_empire,empire,Extended,True,Shared atlas theater and either at most six raster borders or at most 75 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,The Fecundites,warriors_of_chaos,wh_main_sc_chs_chaos,Sylvania,vampire_counts,wh_main_sc_vmp_vampire_counts,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,vampire_counts_0;warriors_of_chaos_0;warriors_of_chaos_1,Non-Order pragmatic-alliance prior; not a numeric diplomatic guarantee,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Barrow Legion has +30 WoC/Beastmen/Norsca relations and faction Chaos-attrition immunity. Homeland vassalization is faction/settlement-specific and does not guarantee revival. Only Archaon/Be'lakor have the final-settlement forced WoC confederation route; other WoC do not.,True,
wh3_dlc23_chd_astragoth,wh3_dlc26_kho_arbaal,wh3_main_combi_region_uzkulak,wh3_main_combi_region_stormvrack_mount,wh3_main_combi_province_zorn_uzkul,wh3_main_combi_province_the_skull_road,78.784524,3,False,True,,chaos_wastes <-> darklands,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,convoy_road_combi;irory_road_bhashiva;ivory_road_combi,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Disciples of Hashut,chaos_dwarfs,wh3_dlc23_sc_chd_chaos_dwarfs,Challengers of Khorne,khorne,wh3_main_sc_kho_khorne,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,chaos_dwarfs_0;khorne_0,Chaos ecosystem prior with patron/vassal competition,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Tower-seat usurpation causes a five-turn diplomatic penalty; coordinate seat claims. No bespoke diplomacy override established; absence does not imply zero generic aversion.,True,
wh3_dlc23_chd_astragoth,wh_main_grn_greenskins,wh3_main_combi_region_uzkulak,wh3_main_combi_region_eagle_eyries,wh3_main_combi_province_zorn_uzkul,wh3_main_combi_province_gash_kadrak,72.314548,2,False,True,,darklands <-> mountains_of_mourn,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,convoy_road_combi;irory_road_bhashiva;ivory_road_combi,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Disciples of Hashut,chaos_dwarfs,wh3_dlc23_sc_chd_chaos_dwarfs,Grimgor's 'Ardboyz,greenskins,wh_main_sc_grn_greenskins,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,chaos_dwarfs_0;greenskins_0,Non-Order pragmatic-alliance prior; not a numeric diplomatic guarantee Partner appears in single-player faction objective(s); not treated as a multiplayer forced-war lock,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",wh3_dlc23_chd_astragoth:long:004:DESTROY_FACTION,Tower-seat usurpation causes a five-turn diplomatic penalty; coordinate seat claims. Leader-defeat confederation requires an AI loser; it cannot consume the human teammate.,True,
wh3_dlc23_chd_zhatan,wh3_dlc27_nor_sayl,wh3_main_combi_region_the_volary,wh3_main_combi_region_dark_tower,wh3_main_combi_province_stonesky_foothills,wh3_main_combi_province_mountains_end,136.446533,4,False,True,cai_region_hint_area_cathay,cathay,Extended,True,Shared atlas theater and either at most six raster borders or at most 75 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,convoy_road_combi,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,The Warhost of Zharr,chaos_dwarfs,wh3_dlc23_sc_chd_chaos_dwarfs,Dolgan,norsca,wh_dlc08_sc_nor_norsca,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,chaos_dwarfs_0;norsca_0;sayl_treaties,Chaos ecosystem prior with patron/vassal competition Coordinate manipulation targets; do not infer compulsory teammate war from the stale listener.,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Tower-seat usurpation causes a five-turn diplomatic penalty; coordinate seat claims. Leader-defeat tribal confederation is not an ordinary alliance restriction; human-target applicability is not proven here. Sayl Manipulations alter treaties; automatic below-zero Confidence war listener is inert in 8.1.1.,True,
wh3_dlc24_cth_the_celestial_court,wh3_main_cth_the_northern_provinces,wh3_main_combi_region_shang_wu,wh3_main_combi_region_nan_gau,wh3_main_combi_province_celestial_riverlands,wh3_main_combi_province_gunpowder_road,130.735764,4,False,False,cai_region_hint_area_cathay,cathay,Extended,True,Shared atlas theater and either at most six raster borders or at most 75 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,The Jade Court,grand_cathay,wh3_main_sc_cth_cathay,The Northern Provinces,grand_cathay,wh3_main_sc_cth_cathay,Clean,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,grand_cathay_0,Same-race ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Guide found no distinct diplomatic replacement; generic faction modifiers remain outside coverage.,True,
wh3_dlc24_cth_the_celestial_court,wh3_main_cth_the_western_provinces,wh3_main_combi_region_shang_wu,wh3_main_combi_region_qiang,wh3_main_combi_province_celestial_riverlands,wh3_main_combi_province_wastelands_of_jinshen,28.432658,2,False,True,cai_region_hint_area_cathay,cathay,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,irory_road_bhashiva;ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,The Jade Court,grand_cathay,wh3_main_sc_cth_cathay,The Western Provinces,grand_cathay,wh3_main_sc_cth_cathay,Clean,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,grand_cathay_0,Same-race ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Guide found no distinct diplomatic replacement; generic faction modifiers remain outside coverage.,True,
wh3_dlc24_cth_the_celestial_court,wh3_main_ogr_goldtooth,wh3_main_combi_region_shang_wu,wh3_main_combi_region_great_hall_of_greasus,wh3_main_combi_province_celestial_riverlands,wh3_main_combi_province_ivory_road,92.557869,4,False,False,,cathay <-> mountains_of_mourn,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,convoy_road_combi;irory_road_bhashiva;ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,The Jade Court,grand_cathay,wh3_main_sc_cth_cathay,Goldtooth,ogre_kingdoms,wh3_main_sc_ogr_ogre_kingdoms,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,grand_cathay_0;ogre_kingdoms_0,Ogre mercenary-neutral ecosystem prior; faction restrictions take precedence,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Guide found no distinct diplomatic replacement; generic faction modifiers remain outside coverage. Ogre trespass diplomacy immunity is official-source-only in the guide; battle confederation requires an AI loser.,True,
wh3_dlc24_ksl_daughters_of_the_forest,wh3_main_dwf_the_ancestral_throng,wh3_main_combi_region_bleak_hold_fortress,wh3_main_combi_region_drackla_spire,wh3_main_combi_province_the_bleak_coast,wh3_main_combi_province_iron_coast,130.093613,5,False,False,cai_region_hint_area_naggarond,naggarond,Extended,True,Shared atlas theater and either at most six raster borders or at most 75 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Daughters of the Forest,kislev,wh3_main_sc_ksl_kislev,The Ancestral Throng,dwarfs,wh_main_sc_dwf_dwarfs,Clean,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,dwarfs_0;dwarfs_1;kislev_0,Compatible Order ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Grudge accumulation responds to hostile conduct; positive diplomacy reduces it. Different allied Dwarf owners can enable conditional Deeps trade/diplomacy benefits. Old supporter-race forced confederation and intra-Kislev war ban are obsolete; ordinary diplomacy applies.,True,
wh3_dlc25_dwf_malakai,wh3_main_ksl_the_great_orthodoxy,wh3_main_combi_region_kraka_drak,wh3_main_combi_region_erengrad,wh3_main_combi_province_gianthome_mountains,wh3_main_combi_province_river_lynsk,70.80303,4,False,False,,kislev <-> norsca,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Masters of Innovation,dwarfs,wh_main_sc_dwf_dwarfs,The Great Orthodoxy,kislev,wh3_main_sc_ksl_kislev,Clean,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,dwarfs_0;dwarfs_1;kislev_0,Compatible Order ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Grudge accumulation responds to hostile conduct; positive diplomacy reduces it. Different allied Dwarf owners can enable conditional Deeps trade/diplomacy benefits. Old supporter-race forced confederation and intra-Kislev war ban are obsolete; ordinary diplomacy applies.,True,
wh3_dlc25_dwf_malakai,wh3_main_ksl_the_ice_court,wh3_main_combi_region_kraka_drak,wh3_main_combi_region_kislev,wh3_main_combi_province_gianthome_mountains,wh3_main_combi_province_river_urskoy,77.349528,3,False,False,,kislev <-> norsca,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,irory_road_bhashiva;ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Masters of Innovation,dwarfs,wh_main_sc_dwf_dwarfs,The Ice Court,kislev,wh3_main_sc_ksl_kislev,Clean,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,dwarfs_0;dwarfs_1;kislev_0,Compatible Order ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Grudge accumulation responds to hostile conduct; positive diplomacy reduces it. Different allied Dwarf owners can enable conditional Deeps trade/diplomacy benefits. Old supporter-race forced confederation and intra-Kislev war ban are obsolete; ordinary diplomacy applies.,True,
wh3_dlc25_nur_tamurkhan,wh3_dlc26_kho_arbaal,wh3_main_combi_region_zanbaijin,wh3_main_combi_region_stormvrack_mount,wh3_main_combi_province_kdatha,wh3_main_combi_province_the_skull_road,119.00447,3,False,True,cai_region_hint_area_chaos_wastes,chaos_wastes,Extended,True,Shared atlas theater and either at most six raster borders or at most 75 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,The Maggot Host,nurgle,wh3_main_sc_nur_nurgle,Challengers of Khorne,khorne,wh3_main_sc_kho_khorne,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,khorne_0;nurgle_0,Chaos ecosystem prior with patron/vassal competition,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,No bespoke diplomacy override established; absence does not imply zero generic aversion. Epidemius can count negatively plagued non-Nurgle allies; alliance status provides no documented protection.,True,
wh3_dlc26_grn_gorbad_ironclaw,wh_main_grn_crooked_moon,wh3_main_combi_region_black_crag,wh3_main_combi_region_mount_gunbad,wh3_main_combi_province_death_pass,wh3_main_combi_province_deadrock_gap,74.3572,2,False,False,cai_region_hint_area_dwarf_empire,dwarf_empire,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,convoy_road_combi,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Ironclaw Orcs,greenskins,wh_main_sc_grn_greenskins,Crooked Moon,greenskins,wh_main_sc_grn_greenskins,Clean,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,greenskins_0,Same-race ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Leader-defeat confederation requires an AI loser; it cannot consume the human teammate.,True,
wh3_main_cth_the_northern_provinces,wh3_main_cth_the_western_provinces,wh3_main_combi_region_nan_gau,wh3_main_combi_region_qiang,wh3_main_combi_province_gunpowder_road,wh3_main_combi_province_wastelands_of_jinshen,135.218362,3,False,False,cai_region_hint_area_cathay,cathay,Extended,True,Shared atlas theater and either at most six raster borders or at most 75 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,irory_road_bhashiva;ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,The Northern Provinces,grand_cathay,wh3_main_sc_cth_cathay,The Western Provinces,grand_cathay,wh3_main_sc_cth_cathay,Clean,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,grand_cathay_0,Same-race ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Guide found no distinct diplomatic replacement; generic faction modifiers remain outside coverage.,True,
wh3_main_cth_the_western_provinces,wh3_main_ogr_goldtooth,wh3_main_combi_region_qiang,wh3_main_combi_region_great_hall_of_greasus,wh3_main_combi_province_wastelands_of_jinshen,wh3_main_combi_province_ivory_road,68.528768,2,False,True,,cathay <-> mountains_of_mourn,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,irory_road_bhashiva;ivory_road_combi,convoy_road_combi;irory_road_bhashiva;ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,The Western Provinces,grand_cathay,wh3_main_sc_cth_cathay,Goldtooth,ogre_kingdoms,wh3_main_sc_ogr_ogre_kingdoms,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,grand_cathay_0;ogre_kingdoms_0,Ogre mercenary-neutral ecosystem prior; faction restrictions take precedence,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Guide found no distinct diplomatic replacement; generic faction modifiers remain outside coverage. Ogre trespass diplomacy immunity is official-source-only in the guide; battle confederation requires an AI loser.,True,
wh3_main_kho_exiles_of_khorne,wh_main_vmp_vampire_counts,wh3_main_combi_region_deff_gorge,wh3_main_combi_region_ka_sabar,wh3_main_combi_province_barrier_idols,wh3_main_combi_province_shifting_sands,94.205177,3,False,False,,badlands <-> southlands,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,convoy_road_combi,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Exiles of Khorne,khorne,wh3_main_sc_kho_khorne,The Drakenhof Conclave,vampire_counts,wh_main_sc_vmp_vampire_counts,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,khorne_0;vampire_counts_0,Non-Order pragmatic-alliance prior; not a numeric diplomatic guarantee,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,No bespoke diplomacy override established; absence does not imply zero generic aversion. Barrow Legion has +30 WoC/Beastmen/Norsca relations and faction Chaos-attrition immunity.,True,
wh3_main_ksl_the_great_orthodoxy,wh3_main_ksl_the_ice_court,wh3_main_combi_region_erengrad,wh3_main_combi_region_kislev,wh3_main_combi_province_river_lynsk,wh3_main_combi_province_river_urskoy,55.987191,2,False,False,cai_region_hint_area_kislev,kislev,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,ivory_road_combi,irory_road_bhashiva;ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,The Great Orthodoxy,kislev,wh3_main_sc_ksl_kislev,The Ice Court,kislev,wh3_main_sc_ksl_kislev,Clean,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,kislev_0,Same-race ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Old supporter-race forced confederation and intra-Kislev war ban are obsolete; ordinary diplomacy applies.,True,
wh3_main_ksl_the_ice_court,wh_main_dwf_karak_kadrin,wh3_main_combi_region_kislev,wh3_main_combi_region_karak_kadrin,wh3_main_combi_province_river_urskoy,wh3_main_combi_province_peak_pass,77.418865,3,False,False,,dwarf_empire <-> kislev,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,irory_road_bhashiva;ivory_road_combi,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,The Ice Court,kislev,wh3_main_sc_ksl_kislev,Karak Kadrin,dwarfs,wh_main_sc_dwf_dwarfs,Clean,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,dwarfs_0;dwarfs_1;kislev_0,Compatible Order ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Grudge accumulation responds to hostile conduct; positive diplomacy reduces it. Different allied Dwarf owners can enable conditional Deeps trade/diplomacy benefits. Old supporter-race forced confederation and intra-Kislev war ban are obsolete; ordinary diplomacy applies.,True,
wh3_main_ogr_disciples_of_the_maw,wh_dlc05_wef_argwylon,wh3_main_combi_region_karak_angazhar,wh3_main_combi_region_waterfall_palace,wh3_main_combi_province_eastern_border_princes,wh3_main_combi_province_argwylon,70.761121,4,False,False,,athel_loren <-> border_princes,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Disciples of the Maw,ogre_kingdoms,wh3_main_sc_ogr_ogre_kingdoms,Argwylon,wood_elves,wh_dlc05_sc_wef_wood_elves,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,ogre_kingdoms_0;wood_elves_0;wood_elves_1,Ogre mercenary-neutral ecosystem prior; faction restrictions take precedence,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Ogre trespass diplomacy immunity is official-source-only in the guide; battle confederation requires an AI loser. Rebirth completion is global and one-time in co-op; Ariel is globally unique. Drycha can confederate only Argwylon; not a general ban on Wood Elf alliances.,True,
wh3_main_ogr_disciples_of_the_maw,wh_dlc05_wef_wood_elves,wh3_main_combi_region_karak_angazhar,wh3_main_combi_region_kings_glade,wh3_main_combi_province_eastern_border_princes,wh3_main_combi_province_talsyn,62.715529,3,False,False,,athel_loren <-> border_princes,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Disciples of the Maw,ogre_kingdoms,wh3_main_sc_ogr_ogre_kingdoms,Talsyn,wood_elves,wh_dlc05_sc_wef_wood_elves,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,ogre_kingdoms_0;wood_elves_0;wood_elves_1,Ogre mercenary-neutral ecosystem prior; faction restrictions take precedence,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Ogre trespass diplomacy immunity is official-source-only in the guide; battle confederation requires an AI loser. Rebirth completion is global and one-time in co-op; Ariel is globally unique. Drycha can confederate only Argwylon; not a general ban on Wood Elf alliances.,True,
wh3_main_ogr_disciples_of_the_maw,wh_main_brt_carcassonne,wh3_main_combi_region_karak_angazhar,wh3_main_combi_region_castle_carcassonne,wh3_main_combi_province_eastern_border_princes,wh3_main_combi_province_carcassonne,97.168359,3,False,False,,border_princes <-> bretonnia,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Disciples of the Maw,ogre_kingdoms,wh3_main_sc_ogr_ogre_kingdoms,Carcassonne,bretonnia,wh_main_sc_brt_bretonnia,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,bretonnia_0;ogre_kingdoms_0,Ogre mercenary-neutral ecosystem prior; faction restrictions take precedence,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Human confederation cooldown exemption is not permission to absorb a human teammate. Ogre trespass diplomacy immunity is official-source-only in the guide; battle confederation requires an AI loser.,True,
wh3_main_ogr_disciples_of_the_maw,wh_main_dwf_dwarfs,wh3_main_combi_region_karak_angazhar,wh3_main_combi_region_karaz_a_karak,wh3_main_combi_province_eastern_border_princes,wh3_main_combi_province_the_silver_road,91.514148,4,False,False,,border_princes <-> dwarf_empire,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Disciples of the Maw,ogre_kingdoms,wh3_main_sc_ogr_ogre_kingdoms,Karaz-a-Karak,dwarfs,wh_main_sc_dwf_dwarfs,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,dwarfs_0;dwarfs_1;ogre_kingdoms_0,Ogre mercenary-neutral ecosystem prior; faction restrictions take precedence,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Grudge accumulation responds to hostile conduct; positive diplomacy reduces it. Different allied Dwarf owners can enable conditional Deeps trade/diplomacy benefits. Ogre trespass diplomacy immunity is official-source-only in the guide; battle confederation requires an AI loser.,True,
wh3_main_ogr_disciples_of_the_maw,wh_main_dwf_karak_izor,wh3_main_combi_region_karak_angazhar,wh3_main_combi_region_zarakzil,wh3_main_combi_province_eastern_border_princes,wh3_main_combi_province_the_vaults,71.798081,2,False,True,,border_princes <-> dwarf_empire,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Disciples of the Maw,ogre_kingdoms,wh3_main_sc_ogr_ogre_kingdoms,Clan Angrund,dwarfs,wh_main_sc_dwf_dwarfs,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,dwarfs_0;dwarfs_1;ogre_kingdoms_0,Ogre mercenary-neutral ecosystem prior; faction restrictions take precedence,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Grudge accumulation responds to hostile conduct; positive diplomacy reduces it. Different allied Dwarf owners can enable conditional Deeps trade/diplomacy benefits. Ogre trespass diplomacy immunity is official-source-only in the guide; battle confederation requires an AI loser.,True,
wh3_main_ogr_disciples_of_the_maw,wh_main_emp_wissenland,wh3_main_combi_region_karak_angazhar,wh3_main_combi_region_nuln,wh3_main_combi_province_eastern_border_princes,wh3_main_combi_province_wissenland,73.857031,4,False,False,,border_princes <-> empire,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Disciples of the Maw,ogre_kingdoms,wh3_main_sc_ogr_ogre_kingdoms,Wissenland & Nuln,empire,wh_main_sc_emp_empire,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,empire_0;ogre_kingdoms_0,Ogre mercenary-neutral ecosystem prior; faction restrictions take precedence,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Reikland Elector politics replaces ordinary confederation/NAP paths; does not establish a general military-alliance ban. Ogre trespass diplomacy immunity is official-source-only in the guide; battle confederation requires an AI loser.,True,
